"total_females_in_the_household","females_younger_than_12_years_of_age","monthly_rent_payment","number_of_all_rooms_in_the_house","if_the_household_has_refrigerator","total_males_in_the_household","persons_younger_than_12_years_of_age","males_12_years_of_age_and_older","overcrowding_by_rooms","males_younger_than_12_years_of_age","females_12_years_of_age_and_older","overcrowding_by_bedrooms","id","has_bathroom_in_the_household","persons_12_years_of_age_and_older","target","allocated_cluster"
1,0,0,5,1,1,0,1,0,0,1,0,"ID_950fe99dc",1,2,"four",2
2,0,0,4,1,1,0,1,0,0,2,0,"ID_1729984f3",1,3,"three",1
1,0,0,5,1,2,0,2,0,0,1,0,"ID_94d6825ed",1,3,"four",8
0,0,70000,5,0,1,0,1,0,0,0,0,"ID_f6063ffd6",1,1,"one",5
1,0,0,4,1,4,0,4,0,0,1,0,"ID_94e24d2cd",1,5,"two",8
2,0,60000,4,1,2,0,2,0,0,2,0,"ID_bf61acd39",1,4,"four",8
1,0,0,9,1,3,0,3,0,0,1,0,"ID_6be10c95f",1,4,"four",8
1,0,0,2,1,1,0,1,0,0,1,0,"ID_81136cf9c",1,2,"four",2
1,0,150000,3,1,1,0,1,0,0,1,0,"ID_15d393ce7",1,2,"four",2
0,0,0,3,1,1,0,1,0,0,0,0,"ID_ee939606a",1,1,"three",2
3,1,0,4,1,0,1,0,0,0,2,0,"ID_60f323123",1,2,"two",1
3,0,0,7,1,0,0,0,0,0,3,0,"ID_750502298",1,3,"four",1
1,0,120000,5,1,2,0,2,0,0,1,0,"ID_39b2fcb04",1,3,"four",8
1,0,50000,5,1,5,4,1,0,4,1,0,"ID_ffd56087f",1,2,"three",7
1,0,60000,4,1,4,0,4,0,0,1,0,"ID_4952a429e",1,5,"four",8
1,0,0,7,1,1,0,1,0,0,1,0,"ID_b4cd22c8f",1,2,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_efbb42fda",1,2,"three",2
2,0,0,3,1,1,0,1,0,0,2,0,"ID_9de4a5ecc",1,3,"four",1
4,3,0,4,1,3,4,2,0,1,1,1,"ID_9a8b8ecd4",1,3,"one",3
3,1,0,4,1,0,1,0,0,0,2,0,"ID_3175a5ffe",1,2,"three",1
2,0,0,5,1,2,0,2,0,0,2,0,"ID_d58746535",1,4,"four",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_267a9c589",1,2,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_4a3d1cc49",1,2,"two",2
2,0,0,5,1,0,0,0,0,0,2,0,"ID_57c22e8d8",1,2,"two",1
0,0,0,3,1,1,0,1,0,0,0,0,"ID_4203fd5e2",1,1,"two",2
0,0,0,4,0,2,0,2,0,0,0,0,"ID_4ffd1e083",1,2,"two",5
2,0,0,5,1,2,1,1,0,1,2,0,"ID_c207a9d0f",1,3,"four",1
2,0,70000,4,1,2,0,2,0,0,2,0,"ID_7f7652f77",1,4,"four",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_4809be459",1,2,"three",2
1,0,0,5,1,0,0,0,0,0,1,0,"ID_a981db9aa",1,1,"one",2
1,0,0,3,1,2,1,1,0,1,1,0,"ID_a55010447",1,2,"two",2
1,0,0,3,1,2,0,2,0,0,1,0,"ID_1e6ac8144",1,3,"three",8
2,0,0,3,1,0,0,0,0,0,2,0,"ID_b94220c7f",1,2,"four",1
2,0,0,4,1,1,1,0,0,1,2,0,"ID_ecbd695ed",1,2,"four",1
1,0,0,6,1,2,0,2,0,0,1,0,"ID_a5a4a4e48",1,3,"four",8
4,2,0,5,1,1,2,1,0,0,2,0,"ID_22ba26b7f",1,3,"three",7
0,0,0,3,1,1,0,1,0,0,0,0,"ID_82bd65d3c",1,1,"four",2
1,0,0,6,1,1,0,1,0,0,1,0,"ID_b455825d9",1,2,"four",2
3,1,0,4,1,2,1,2,0,0,2,0,"ID_6c337e1d0",1,4,"four",4
1,0,0,6,1,1,0,1,0,0,1,0,"ID_6ed3fdb12",1,2,"three",2
2,0,160000,6,1,2,0,2,0,0,2,0,"ID_ce5351f9f",1,4,"four",8
1,0,0,4,1,2,0,2,0,0,1,0,"ID_098fc6b3d",1,3,"four",8
1,0,0,1,1,2,1,1,1,1,1,0,"ID_45697315c",1,2,"three",3
2,0,0,5,1,1,0,1,0,0,2,0,"ID_70ad4522c",1,3,"three",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_e7a832349",1,2,"four",2
5,1,1e+05,5,1,0,1,0,0,0,4,0,"ID_98dfdb3fa",1,4,"four",4
3,2,60000,3,0,0,2,0,0,0,1,0,"ID_b1fb0180e",1,1,"one",5
4,2,0,4,1,2,4,0,0,2,2,0,"ID_581e520f9",1,2,"one",7
1,0,0,3,1,3,1,2,0,1,1,0,"ID_3a909ba30",1,3,"two",8
3,0,0,5,1,1,0,1,0,0,3,0,"ID_873e86e79",1,4,"four",1
2,0,0,6,1,1,0,1,0,0,2,0,"ID_908a278c8",1,3,"four",1
3,1,0,7,1,4,1,4,0,0,2,0,"ID_9a558f274",1,6,"three",4
2,0,0,2,1,0,0,0,0,0,2,0,"ID_89451bf7c",1,2,"two",1
1,0,0,4,1,0,0,0,0,0,1,0,"ID_c9274a365",1,1,"two",2
3,0,3e+05,9,1,3,0,3,0,0,3,0,"ID_8e8d21322",1,6,"four",4
0,0,1e+05,4,1,2,0,2,0,0,0,0,"ID_b0ae92849",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_3ffc11a03",1,2,"two",2
3,1,0,4,1,2,1,2,0,0,2,0,"ID_6257f7eb8",1,4,"two",4
1,0,0,4,1,2,0,2,0,0,1,0,"ID_72b9a80c9",1,3,"four",8
4,0,0,4,1,1,0,1,0,0,4,0,"ID_b41b4f4c8",1,5,"four",4
0,0,0,6,1,2,0,2,0,0,0,0,"ID_d62cfd469",1,2,"four",2
2,0,0,6,1,3,0,3,0,0,2,0,"ID_18a131244",1,5,"four",8
1,0,0,3,1,1,0,1,0,0,1,0,"ID_5ccef436f",1,2,"four",2
1,0,90000,4,1,0,0,0,0,0,1,0,"ID_f9f170d8e",1,1,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_6012bcda4",1,2,"four",2
2,0,0,5,1,4,2,2,0,2,2,0,"ID_d8162b39f",1,4,"four",7
2,0,150000,4,1,1,0,1,0,0,2,0,"ID_1644ee38a",1,3,"four",1
3,1,0,7,1,2,2,1,0,1,2,0,"ID_77bbdf9e5",1,3,"three",7
1,0,0,5,1,0,0,0,0,0,1,0,"ID_3f161307c",1,1,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_b84cbbe85",1,2,"three",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_7af3fbd36",1,2,"one",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_48bfe15ab",1,2,"one",2
3,1,0,6,1,2,3,0,0,2,2,0,"ID_1cc6fae37",1,2,"three",7
3,0,0,5,1,3,1,2,0,1,3,0,"ID_0cdf4ce89",1,5,"four",4
1,0,0,5,1,1,0,1,0,0,1,0,"ID_7988703c0",1,2,"four",2
3,0,120000,4,1,1,0,1,0,0,3,0,"ID_41614d238",1,4,"four",1
1,0,0,5,1,0,0,0,0,0,1,0,"ID_f8f45925c",1,1,"three",2
2,0,0,7,1,2,1,1,0,1,2,0,"ID_a3b588d74",1,3,"four",1
1,0,175000,4,1,3,1,2,0,1,1,0,"ID_c24e802e1",1,3,"three",8
2,0,0,5,1,3,0,3,0,0,2,0,"ID_c8916aeda",1,5,"four",8
2,0,0,9,1,0,0,0,0,0,2,0,"ID_8946c25b1",1,2,"four",1
1,0,150000,5,1,1,0,1,0,0,1,0,"ID_bd910b3af",1,2,"four",2
1,0,120000,4,1,2,0,2,0,0,1,0,"ID_eb92a7f3d",1,3,"three",8
0,0,0,1,0,1,0,1,0,0,0,0,"ID_9f0504ae7",0,1,"four",6
1,0,0,3,1,1,0,1,0,0,1,0,"ID_3400fa92f",1,2,"four",2
1,0,250000,5,1,2,1,1,0,1,1,0,"ID_023fa0d86",1,2,"four",2
5,1,150000,5,1,6,2,5,1,1,4,1,"ID_09b567082",1,9,"four",3
1,0,1e+05,3,1,0,0,0,0,0,1,0,"ID_85bb3a31e",1,1,"four",2
2,0,0,5,1,0,0,0,0,0,2,0,"ID_4c56f7b33",1,2,"three",1
1,0,0,4,1,1,0,1,0,0,1,0,"ID_8e139a5b5",1,2,"four",2
5,2,45000,5,1,1,2,1,0,0,3,0,"ID_e9b821d5a",1,4,"one",4
0,0,40000,4,0,1,0,1,0,0,0,0,"ID_b13870a19",1,1,"three",5
1,0,0,4,0,1,0,1,0,0,1,0,"ID_272dba2ca",1,2,"one",5
0,0,0,6,1,1,0,1,0,0,0,0,"ID_f19b5f747",1,1,"four",2
1,0,175000,6,1,2,0,2,0,0,1,0,"ID_010a9e5a9",1,3,"two",8
0,0,0,2,0,1,0,1,0,0,0,0,"ID_a811a0008",1,1,"four",5
1,0,0,5,1,2,0,2,0,0,1,0,"ID_04bc25a9c",1,3,"three",8
1,0,169000,5,1,3,1,2,0,1,1,0,"ID_b63542e1e",1,3,"four",8
1,0,0,5,1,2,0,2,0,0,1,0,"ID_ada7c92f3",1,3,"four",8
3,1,0,4,1,3,1,3,0,0,2,0,"ID_0ae6d41d3",1,5,"two",4
1,0,0,5,1,1,0,1,0,0,1,0,"ID_7ab6edbb8",1,2,"four",2
1,0,92000,4,1,2,0,2,0,0,1,0,"ID_4552dbc4f",1,3,"four",8
1,0,0,4,1,1,0,1,0,0,1,0,"ID_4381374bb",1,2,"two",2
2,0,456432,8,1,1,0,1,0,0,2,0,"ID_a81a86a32",1,3,"four",1
2,0,0,5,1,3,1,2,0,1,2,0,"ID_06a29e4fa",1,4,"three",8
2,1,0,3,1,2,2,1,0,1,1,0,"ID_987400305",1,2,"four",7
1,0,0,5,1,1,0,1,0,0,1,0,"ID_66b4a9b33",1,2,"two",2
1,0,0,3,1,1,0,1,0,0,1,0,"ID_8e99487fd",1,2,"four",2
4,1,0,7,0,4,2,3,0,1,3,0,"ID_d43b03397",1,6,"three",4
2,0,0,5,1,4,1,3,0,1,2,0,"ID_66915119f",1,5,"four",8
3,0,0,5,1,1,0,1,0,0,3,0,"ID_4a0a8adaa",1,4,"four",1
1,0,0,6,1,3,0,3,0,0,1,0,"ID_f8bf25528",1,4,"two",8
1,0,0,3,1,2,0,2,0,0,1,0,"ID_ad6947cd9",1,3,"one",8
2,0,0,5,0,2,0,2,0,0,2,0,"ID_6a95e6fc3",1,4,"four",5
3,0,0,6,1,1,0,1,0,0,3,0,"ID_f9464eef0",1,4,"four",1
2,1,285270,3,1,1,1,1,0,0,1,0,"ID_ae0bb3c58",1,2,"four",1
2,0,2e+05,4,1,1,0,1,0,0,2,0,"ID_597628ccc",1,3,"four",1
3,0,0,4,1,2,1,1,0,1,3,0,"ID_bf2e5e35e",1,4,"one",4
1,0,0,1,0,0,0,0,0,0,1,0,"ID_7765d5db2",0,1,"one",6
1,0,0,4,0,2,0,2,0,0,1,0,"ID_90ccf3ada",1,3,"four",5
1,0,40000,3,1,2,0,2,0,0,1,0,"ID_327d3cea6",1,3,"four",8
3,1,0,6,1,1,1,1,0,0,2,0,"ID_e538a3375",1,3,"two",1
1,0,0,8,1,4,0,4,0,0,1,0,"ID_587ca3014",1,5,"four",8
1,0,0,2,1,1,0,1,0,0,1,0,"ID_dd491ea49",1,2,"three",2
2,0,0,1,1,0,0,0,0,0,2,0,"ID_43c7fb53a",1,2,"four",1
4,1,0,3,1,1,2,0,0,1,3,0,"ID_76174fb5f",1,3,"four",7
0,0,0,3,1,1,0,1,0,0,0,0,"ID_167223245",1,1,"four",2
1,0,0,3,1,1,0,1,0,0,1,0,"ID_f7caa76df",1,2,"one",2
2,0,0,3,1,1,0,1,0,0,2,0,"ID_284f0ebc1",1,3,"four",1
3,2,0,5,1,3,2,3,0,0,1,0,"ID_4f79572fe",1,4,"four",7
1,0,0,7,1,1,0,1,0,0,1,0,"ID_ff42f2b30",1,2,"four",2
2,0,0,3,1,2,1,1,0,1,2,1,"ID_0a3ebabef",1,3,"three",3
1,0,294000,4,1,1,0,1,0,0,1,0,"ID_fa7daf548",1,2,"four",2
1,0,108000,3,1,0,0,0,0,0,1,0,"ID_856df6c13",1,1,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_aae47182e",1,2,"four",2
2,1,0,7,1,3,2,2,0,1,1,0,"ID_fa68fb258",1,3,"four",7
2,0,0,5,1,2,0,2,0,0,2,0,"ID_0c66968d6",1,4,"four",8
2,0,3e+05,7,1,1,0,1,0,0,2,0,"ID_ceddabd35",1,3,"four",1
2,0,0,8,1,3,1,2,0,1,2,0,"ID_770013c60",1,4,"four",8
3,0,0,4,1,1,0,1,0,0,3,0,"ID_1eac7123d",1,4,"three",1
1,0,25000,4,1,1,0,1,0,0,1,0,"ID_5d53f92c7",1,2,"four",2
3,1,0,4,1,0,1,0,0,0,2,0,"ID_5b0b265d1",1,2,"three",1
1,0,0,6,1,1,0,1,0,0,1,0,"ID_f1fe0dbb5",1,2,"four",2
2,0,350000,5,1,2,1,1,0,1,2,0,"ID_15a877536",1,3,"four",1
2,0,0,7,1,3,0,3,0,0,2,0,"ID_a0708215c",1,5,"two",8
2,0,3e+05,7,1,1,0,1,0,0,2,0,"ID_202c0a339",1,3,"four",1
3,0,0,7,1,3,0,3,0,0,3,0,"ID_5a2248e30",1,6,"four",4
2,1,120000,4,1,2,2,1,0,1,1,0,"ID_0b7ad7a5a",1,2,"three",7
1,0,0,6,1,1,0,1,0,0,1,0,"ID_19be3ecd2",1,2,"four",2
2,0,0,4,1,1,0,1,0,0,2,0,"ID_eac1d86df",1,3,"four",1
1,0,78000,3,1,1,0,1,0,0,1,0,"ID_73d3fd2e4",1,2,"four",2
2,0,0,4,1,0,0,0,0,0,2,0,"ID_339148904",1,2,"four",1
1,0,1e+05,3,1,1,0,1,0,0,1,0,"ID_c94128cc9",1,2,"four",2
2,0,42500,4,1,3,1,2,0,1,2,0,"ID_e6b2396db",1,4,"two",8
2,1,140000,4,1,2,1,2,0,0,1,0,"ID_461e59991",1,3,"four",8
0,0,234000,5,1,1,0,1,0,0,0,0,"ID_f8750e30f",1,1,"four",2
1,0,0,4,1,2,1,1,0,1,1,0,"ID_3a7e757d3",1,2,"one",2
0,0,0,3,1,1,0,1,0,0,0,0,"ID_d965a7ed5",1,1,"two",2
2,0,0,8,1,4,0,4,0,0,2,0,"ID_caafe20b3",1,6,"four",8
2,0,0,4,1,2,1,1,0,1,2,0,"ID_89c641ddb",1,3,"two",1
1,0,0,5,1,1,0,1,0,0,1,0,"ID_7f704bc15",1,2,"four",2
2,0,50000,4,1,0,0,0,0,0,2,0,"ID_2fcb0cd9d",1,2,"four",1
3,0,0,5,1,3,0,3,0,0,3,0,"ID_82a6dfc52",1,6,"three",4
2,0,0,5,1,0,0,0,0,0,2,0,"ID_b3da68e8d",1,2,"four",1
5,0,0,6,1,1,0,1,0,0,5,0,"ID_b4752f963",1,6,"three",4
2,0,0,3,1,1,0,1,0,0,2,0,"ID_e7cd87c9a",1,3,"four",1
1,0,6e+05,3,1,0,0,0,0,0,1,0,"ID_e7f384d8c",1,1,"four",2
1,0,0,5,1,3,0,3,0,0,1,0,"ID_cd2c76dca",1,4,"three",8
1,0,0,5,1,4,2,2,0,2,1,0,"ID_46154ebba",1,3,"three",7
0,0,0,5,0,1,0,1,0,0,0,0,"ID_0a8e721e8",1,1,"four",5
1,0,135000,6,1,3,1,2,0,1,1,0,"ID_73bc0b8b1",1,3,"four",8
3,0,127000,7,1,2,0,2,0,0,3,0,"ID_34dc45f40",1,5,"four",4
1,0,1e+05,5,1,1,0,1,0,0,1,0,"ID_cb9957808",1,2,"four",2
0,0,0,4,1,1,0,1,0,0,0,0,"ID_2a9a6402b",1,1,"two",2
1,0,0,4,1,3,2,1,0,2,1,0,"ID_e624cd9dd",1,2,"four",7
1,0,0,5,1,0,0,0,0,0,1,0,"ID_be237e41f",1,1,"four",2
3,0,0,6,1,2,1,1,0,1,3,0,"ID_d81519444",1,4,"four",4
3,2,0,3,1,1,3,0,0,1,1,0,"ID_e3068af7d",1,1,"three",7
1,0,6e+05,5,1,1,0,1,0,0,1,0,"ID_64aecd454",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_57c4f7ec4",1,2,"four",2
1,0,0,6,1,3,0,3,0,0,1,0,"ID_7aaabd197",1,4,"three",8
2,0,0,5,1,1,0,1,0,0,2,0,"ID_d9b731a82",1,3,"four",1
1,0,120000,5,1,1,0,1,0,0,1,0,"ID_df50ede51",1,2,"four",2
1,0,0,5,1,4,1,3,0,1,1,0,"ID_d1a8bd90e",1,4,"four",8
1,0,0,5,0,2,0,2,0,0,1,0,"ID_98d2ed6d2",1,3,"two",5
1,0,65000,3,1,3,2,1,0,2,1,0,"ID_efe0c4a97",1,2,"two",7
1,0,0,5,1,1,0,1,0,0,1,0,"ID_798cd9b5b",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_f3a662934",1,2,"four",2
1,0,0,7,1,3,1,2,0,1,1,0,"ID_26544e0eb",1,3,"four",8
3,1,170000,6,1,1,1,1,0,0,2,0,"ID_9c6e7732b",1,3,"four",1
0,0,0,3,1,1,0,1,0,0,0,0,"ID_9fe6e0f5c",1,1,"four",2
2,0,0,5,1,0,0,0,0,0,2,0,"ID_0ff0b4dfe",1,2,"four",1
2,1,0,9,1,2,1,2,0,0,1,0,"ID_f4eba811c",1,3,"four",8
3,1,0,6,1,4,3,2,0,2,2,0,"ID_67d01dc75",1,4,"four",7
2,0,0,7,1,3,0,3,0,0,2,0,"ID_1f4293cd8",1,5,"four",8
3,2,0,4,1,1,3,0,0,1,1,0,"ID_2ffbd2d39",1,1,"one",7
2,0,0,3,1,3,0,3,0,0,2,0,"ID_482212137",1,5,"four",8
3,0,0,6,1,2,0,2,0,0,3,0,"ID_b6f2dff9d",1,5,"three",4
2,0,0,4,1,1,0,1,0,0,2,0,"ID_75f7cca97",1,3,"one",1
1,0,0,3,1,1,1,0,0,1,1,0,"ID_a3a309e95",1,1,"two",2
4,1,0,5,1,0,1,0,0,0,3,0,"ID_f795f2c4c",1,3,"four",1
2,1,90000,4,1,2,2,1,0,1,1,0,"ID_e8f27905b",1,2,"four",7
3,0,2e+05,5,1,3,1,2,0,1,3,0,"ID_d483e2cc3",1,5,"four",4
1,0,0,6,1,3,0,3,0,0,1,0,"ID_2e35dabf4",1,4,"four",8
3,1,0,5,1,1,1,1,0,0,2,0,"ID_71f2f6d91",1,3,"three",1
0,0,80000,3,1,1,0,1,0,0,0,0,"ID_2087430f0",1,1,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_c4e030c85",1,2,"three",2
1,0,0,3,1,1,0,1,0,0,1,0,"ID_d863de530",1,2,"four",2
2,1,0,5,1,2,1,2,0,0,1,0,"ID_e0daa7dc7",1,3,"two",8
1,0,0,5,1,2,0,2,0,0,1,0,"ID_649dfeab6",1,3,"four",8
2,0,0,6,1,3,0,3,0,0,2,0,"ID_d15f083d9",1,5,"four",8
3,0,0,5,1,3,0,3,0,0,3,0,"ID_422dc5ad7",1,6,"four",4
0,0,3e+05,6,1,2,0,2,0,0,0,0,"ID_fb35d9d3d",1,2,"four",2
1,0,0,3,1,3,0,3,0,0,1,0,"ID_f46acffda",1,4,"four",8
1,0,45000,3,0,0,0,0,0,0,1,0,"ID_6309f1595",1,1,"four",5
1,0,0,5,1,1,0,1,0,0,1,0,"ID_8f292e3dc",1,2,"three",2
1,0,0,5,1,3,2,1,0,2,1,0,"ID_91c99e95e",1,2,"three",7
1,0,0,4,1,2,0,2,0,0,1,0,"ID_1b56082ed",1,3,"four",8
1,0,0,2,1,1,0,1,0,0,1,0,"ID_40aefb23f",1,2,"two",2
1,0,27000,5,1,2,0,2,0,0,1,0,"ID_05f0a0016",1,3,"four",8
2,1,0,5,1,1,1,1,0,0,1,0,"ID_d88b5b54a",1,2,"four",1
2,0,0,6,1,2,0,2,0,0,2,0,"ID_831bfa5c2",1,4,"four",8
2,0,130000,4,1,3,1,2,0,1,2,0,"ID_3f2e2fa81",1,4,"four",8
1,0,0,5,1,0,0,0,0,0,1,0,"ID_1b32caf34",1,1,"four",2
1,0,0,6,1,2,0,2,0,0,1,0,"ID_15d1b2d33",1,3,"four",8
3,2,130000,2,1,1,2,1,0,0,1,1,"ID_1284f8aad",1,2,"four",3
2,0,0,5,1,1,0,1,0,0,2,0,"ID_7f40761fa",1,3,"three",1
2,0,191500,5,1,0,0,0,0,0,2,0,"ID_40eacd092",1,2,"four",1
3,0,0,5,1,0,0,0,0,0,3,0,"ID_f32c48b67",1,3,"two",1
1,0,0,8,1,0,0,0,0,0,1,0,"ID_aae39cd35",1,1,"three",2
3,2,0,4,1,1,2,1,0,0,1,0,"ID_dbe7f09d9",1,2,"four",7
2,1,2e+05,6,1,3,2,2,0,1,1,0,"ID_1c880df2e",1,3,"four",7
3,0,0,6,0,2,0,2,0,0,3,0,"ID_d1747068e",1,5,"three",5
0,0,0,7,1,3,0,3,0,0,0,0,"ID_9ff13c60d",1,3,"four",8
3,0,0,8,1,0,0,0,0,0,3,0,"ID_e44132c7e",1,3,"four",1
1,0,0,2,1,2,1,1,0,1,1,0,"ID_9d354c5d0",1,2,"two",2
1,0,0,4,1,3,2,1,0,2,1,0,"ID_a25b450e1",1,2,"four",7
0,0,0,4,1,1,0,1,0,0,0,0,"ID_b4f0aaff6",1,1,"four",2
5,1,550000,8,1,3,3,1,0,2,4,0,"ID_d45f007e6",1,5,"four",4
2,0,0,5,1,1,0,1,0,0,2,0,"ID_7f3c2793b",1,3,"four",1
1,0,0,4,1,0,0,0,0,0,1,0,"ID_30e89e9ca",1,1,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_17de875e3",1,2,"four",2
1,0,510000,3,1,0,0,0,0,0,1,0,"ID_df244d1de",1,1,"four",2
1,0,0,4,1,1,1,0,0,1,1,0,"ID_4c81fcb10",1,1,"three",2
1,0,0,3,1,3,2,1,0,2,1,0,"ID_47bf15f96",1,2,"four",7
1,0,0,5,1,1,0,1,0,0,1,0,"ID_a856f286b",1,2,"one",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_468eda0fb",1,2,"four",2
1,0,2e+05,4,1,1,0,1,0,0,1,0,"ID_b5977a3c1",1,2,"four",2
3,1,220000,5,1,1,1,1,0,0,2,0,"ID_9013667b3",1,3,"four",1
1,0,250000,4,1,1,0,1,0,0,1,0,"ID_ef1873945",1,2,"four",2
1,0,0,4,1,1,0,1,0,0,1,0,"ID_5cf65acad",1,2,"four",2
0,0,60000,1,0,2,0,2,0,0,0,0,"ID_ab0afcb46",1,2,"four",5
2,0,0,5,1,2,1,1,0,1,2,0,"ID_dae1bda34",1,3,"four",1
1,0,180000,4,1,2,1,1,0,1,1,0,"ID_d359daf33",1,2,"four",2
2,0,0,5,1,3,1,2,0,1,2,0,"ID_0fcc742ec",1,4,"four",8
1,0,0,4,0,0,0,0,0,0,1,0,"ID_ed245e3e9",1,1,"four",5
2,0,0,4,1,1,0,1,0,0,2,0,"ID_ddc416a4b",1,3,"four",1
3,0,0,4,1,1,0,1,0,0,3,0,"ID_195b75007",1,4,"two",1
2,1,70000,5,1,3,1,3,0,0,1,0,"ID_6a2a38e5c",1,4,"four",8
1,0,0,6,1,1,0,1,0,0,1,0,"ID_c8e00a29a",1,2,"four",2
0,0,0,3,1,1,0,1,0,0,0,0,"ID_63915beb2",1,1,"four",2
1,0,110000,7,1,1,0,1,0,0,1,0,"ID_fc631dd3b",1,2,"four",2
2,0,0,5,1,2,1,1,0,1,2,0,"ID_bfdbdfd95",1,3,"two",1
2,0,0,10,1,6,1,5,0,1,2,0,"ID_9d9f3d48c",1,7,"four",8
3,0,0,5,1,1,0,1,0,0,3,0,"ID_354f3d1ad",1,4,"four",1
2,1,125000,5,1,3,2,2,0,1,1,0,"ID_8997cd01d",1,3,"two",7
1,0,0,5,1,2,0,2,0,0,1,0,"ID_a4ddaba0d",1,3,"four",8
0,0,0,1,1,1,0,1,0,0,0,0,"ID_2f51a9f72",1,1,"one",2
2,0,0,6,1,3,0,3,0,0,2,0,"ID_1402de00c",1,5,"three",8
1,0,0,3,1,0,0,0,0,0,1,0,"ID_f1ce98e6f",1,1,"four",2
2,0,0,4,1,1,0,1,0,0,2,0,"ID_7a8dfb3ae",1,3,"two",1
2,0,328000,6,1,2,0,2,0,0,2,0,"ID_b326c8e18",1,4,"four",8
1,0,0,5,1,2,0,2,0,0,1,0,"ID_ed71dc0ce",1,3,"two",8
1,0,0,6,1,1,0,1,0,0,1,0,"ID_d7984b8ae",1,2,"four",2
1,0,0,4,1,3,0,3,0,0,1,0,"ID_cb12d0a0e",1,4,"four",8
3,0,0,5,1,1,0,1,0,0,3,0,"ID_4d1d098ef",1,4,"four",1
3,0,0,6,1,1,0,1,0,0,3,0,"ID_59b80a5df",1,4,"four",1
3,0,0,6,1,3,1,2,0,1,3,0,"ID_b7a15f2a9",1,5,"four",4
2,0,0,5,1,2,0,2,0,0,2,0,"ID_645305075",1,4,"four",8
5,2,0,4,1,3,3,2,0,1,3,1,"ID_0f26dcb04",1,5,"one",3
2,0,0,6,1,2,0,2,0,0,2,0,"ID_12bac22e0",1,4,"four",8
2,0,0,5,1,2,2,0,0,2,2,0,"ID_a9c373a6a",1,2,"four",7
1,0,0,3,1,3,2,1,0,2,1,0,"ID_7e02cbfe7",1,2,"one",7
2,0,0,4,1,1,0,1,0,0,2,0,"ID_730518ba1",1,3,"four",1
0,0,0,6,1,1,0,1,0,0,0,0,"ID_99e2908b9",1,1,"four",2
0,0,0,2,1,1,0,1,0,0,0,0,"ID_25356dca0",1,1,"four",2
1,0,0,5,1,1,0,1,0,0,1,0,"ID_8ccb845fd",1,2,"two",2
1,0,0,5,1,2,0,2,0,0,1,0,"ID_d417ebdc9",1,3,"three",8
1,0,0,5,1,1,0,1,0,0,1,0,"ID_1e320689c",1,2,"three",2
3,2,120000,4,1,2,3,1,0,1,1,0,"ID_dc12fa97f",1,2,"four",7
4,1,80000,5,1,3,3,1,0,2,3,0,"ID_af5540b07",1,4,"three",7
2,0,0,2,1,1,1,0,0,1,2,0,"ID_03988ba1b",1,2,"two",1
1,0,0,7,1,0,0,0,0,0,1,0,"ID_e9906346c",1,1,"four",2
3,1,0,3,1,2,2,1,0,1,2,0,"ID_e103225e3",1,3,"one",7
2,0,0,5,1,2,1,1,0,1,2,0,"ID_3ff755f6e",1,3,"two",1
1,0,120000,5,1,2,2,0,0,2,1,0,"ID_396c645a0",1,1,"four",7
2,0,0,4,0,1,0,1,0,0,2,0,"ID_d04a57e1f",1,3,"one",5
4,1,150000,6,1,3,2,2,0,1,3,0,"ID_825fcbf47",1,5,"four",4
0,0,0,6,1,2,0,2,0,0,0,0,"ID_58a290ffa",1,2,"four",2
2,1,456432,6,1,3,2,2,0,1,1,0,"ID_547aef495",1,3,"four",7
2,0,0,7,1,2,0,2,0,0,2,0,"ID_1bcfb54ff",1,4,"four",8
1,0,0,7,1,1,0,1,0,0,1,0,"ID_50d9dc515",1,2,"four",2
4,0,0,5,1,1,0,1,0,0,4,0,"ID_9d63e0c8e",1,5,"four",4
1,0,0,3,1,1,0,1,0,0,1,0,"ID_f7af11467",1,2,"one",2
1,0,0,5,1,2,1,1,0,1,1,0,"ID_d4d84d6f8",1,2,"one",2
2,0,0,7,1,2,0,2,0,0,2,0,"ID_137c34443",1,4,"four",8
3,1,0,4,1,2,1,2,0,0,2,0,"ID_e5e155355",1,4,"one",4
2,0,0,5,1,2,0,2,0,0,2,0,"ID_620ef409c",1,4,"four",8
1,0,0,4,1,2,1,1,0,1,1,0,"ID_1ff7a99f0",1,2,"two",2
